STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,coicop,Classification of individual consumption by purpose (COICOP),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,1998,,3.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,1999,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2000,,5.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2001,,4.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2002,,5.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2003,,5.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2004,,3.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2005,,2.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2006,,5.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2007,,4.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2008,,6.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2009,,3.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2010,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2011,,4.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2012,,2.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2013,,1.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2014,,-1.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2015,,0.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2016,,0.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2017,,-0.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2018,,1.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2019,,0.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2020,,1.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2021,,0.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2022,,9.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2023,,8.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CY,Cyprus,2024,,3.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,1996,,7.9,,d,definition differs (see metadata),,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,1997,,4.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,1998,,4.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,1999,,-5.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2000,,1.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2001,,5.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2002,,-2.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2003,,-2.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2004,,3.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2005,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2006,,0.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2007,,4.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2008,,7.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2009,,-3.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2010,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2011,,5.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2012,,7.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2013,,4.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2014,,2.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2015,,-0.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2016,,-0.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2017,,5.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2018,,1.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2019,,2.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2020,,4.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2021,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2022,,17.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2023,,11.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,CZ,Czechia,2024,,-2.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,1996,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,1997,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,1998,,1.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,1999,,-1.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2000,,-0.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2001,,4.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2002,,0.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2003,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2004,,-0.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2005,,0.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2006,,1.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2007,,2.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2008,,5.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2009,,-1.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2010,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2011,,2.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2012,,3.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2013,,3.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2014,,0.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2015,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2016,,1.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2017,,2.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2018,,2.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2019,,1.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2020,,2.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2021,,3.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2022,,12.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2023,,12.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DE,Germany,2024,,2.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,1996,,1.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,1997,,3.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,1998,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,1999,,0.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2000,,1.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2001,,3.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2002,,2.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2003,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2004,,-1.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2005,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2006,,2.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2007,,4.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2008,,7.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2009,,-0.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2010,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2011,,4.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2012,,4.3,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2013,,0.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2014,,-0.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2015,,1.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2016,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2017,,2.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2018,,0.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2019,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2020,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2021,,0.6,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2022,,11.5,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2023,,8.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,DK,Denmark,2024,,1.7,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997,,0.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998,,1.4,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,,0.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2000,,1.2,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2001,,4.9,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2002,,2.8,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2003,,2.1,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2004,,1.0,,,,,
dataflow,ESTAT:PRC_HICP_AIND(1.0),HICP - annual data (average index and rate of change),A,Annual,RCH_A_AVG,Annual average rate of change,CP01,Food and non-alcoholic beverages,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2005,,0.7,,,,,
