geo,election_year,election_date,vs_AGR,vs_CHR,vs_CON,vs_DIV,vs_ECO,vs_ETH,vs_LEF,vs_LIB,vs_NAT,vs_SIP,vs_SOC,fragmentation_enp,polarization_dalton
RO,2016,2016-12-11,0.0,5.348,0.0,0.0,0.0,6.186,45.476,34.537,0.0,0.0,0.0,3.7779884391687433,2.4954951089287616
SE,1994,1994-09-18,7.653,4.068,22.38,0.0,5.023,0.0,6.174,7.192,0.0,0.0,45.25,3.6514772974134995,3.2785495412452126
SE,1998,1998-09-21,5.13,11.77,22.9,0.0,4.5,0.0,11.99,4.72,0.0,0.0,36.39,4.545908309756737,4.68048431815559
SE,2002,2002-09-15,6.193,9.15,15.256,0.0,4.646,0.0,8.388,13.394,0.0,0.0,39.854,4.515680412810426,4.355396326234452
SE,2006,2006-09-17,7.879,6.593,26.23,0.0,5.244,0.0,5.85,7.537,0.0,0.0,34.994,4.6801850951988335,2.9434724209700573
SE,2010,2010-09-19,6.56,5.6,30.06,0.0,7.34,0.0,5.6,7.06,5.7,0.0,30.66,4.794778677811012,3.231357419994848
SE,2014,2014-09-14,6.113,4.57,23.325,0.0,6.889,0.0,5.718,5.42,12.857,0.0,31.015,5.4375243828448845,4.151470315490814
SE,2018,2018-09-09,8.608,6.322,19.836,0.0,4.414,0.0,8.005,5.49,17.534,0.0,28.261,5.789177685992991,2.8639388839140665
SE,2022,2022-09-11,6.71439999481305,5.33687857316858,19.1026142541736,0.0,5.08262535054372,0.0,6.74689562526996,4.60869857855931,20.5366981413734,0.0,30.326280829554,5.340430053780159,2.647067606536002
SI,1992,1992-12-06,0.0,23.201999999999998,5.006,0.0,3.704,0.0,13.577,23.465,10.021,0.0,3.339,8.537015875071045,5.879798112583263
SI,1996,1996-11-10,0.0,28.997999999999998,0.0,0.0,0.0,0.0,0.0,27.009,3.219,4.316,25.165,6.376129814417086,2.3867284089409493
SI,2000,2000-10-15,0.0,18.19,0.0,0.0,0.0,0.0,0.0,36.26,4.38,9.5,27.9,5.150698890606419,1.906357938164556
SI,2004,2004-10-03,0.0,15.907,29.079,0.0,0.0,0.0,0.0,22.8,6.271,4.041,10.17,6.047351731634979,1.5527695112419595
SI,2008,2008-09-21,0.0,8.612,29.257,0.0,0.0,0.0,0.0,14.577000000000002,5.403,7.449,30.45,4.946917913569894,1.2991688247599424
SI,2011,2011-12-04,0.0,11.709,26.193,0.0,0.0,0.0,0.0,10.503,0.363,6.972,39.032,5.550690424737744,1.3523077227469777
SI,2014,2014-07-13,0.0,5.587,20.708,0.0,0.0,0.0,5.969,38.872,0.0,10.176,5.976,5.423549935689986,1.7576760924081518
SI,2018,2018-06-03,0.0,7.159,24.918,0.0,0.0,0.0,9.326,27.45,4.173,4.925,9.934,8.479929197746996,3.3598603937437033
SK,1994,1994-09-30,0.0,10.085,0.0,0.0,0.0,10.187,7.349,8.571,40.371,0.0,10.416,5.905284463384068,1.150623658332088
SK,1998,1998-09-26,0.0,26.331,0.0,0.0,0.0,9.128,0.0,8.018,36.079,0.0,14.662,5.354820718101657,1.2297879216209924
SK,2002,2002-09-20,0.0,23.344,0.0,0.0,0.0,11.167,6.326,8.011,19.502,0.0,14.826,9.189065299727288,2.5614142625805862
SK,2006,2006-06-17,0.0,26.67,0.0,0.0,0.0,11.685,0.0,0.0,20.527,0.0,29.142,6.223167947927956,2.8678848547548585
SK,2010,2010-06-12,0.0,23.95,2.322,0.0,0.0,0.0,0.0,12.149,9.4,5.804,34.795,5.706542991971283,3.27434982390654
SK,2012,2012-03-10,0.0,14.924,8.56,0.0,0.0,0.0,0.0,5.884,4.55,6.9,44.417,4.41665705443828,2.372214759423493
SK,2016,2016-03-05,0.0,4.943,16.636,0.0,0.0,0.0,0.0,12.101,23.316000000000003,6.503,28.28,7.41101313978188,2.3447074965481494
